tran_date,curr_code,std_rate
2015/01/05 上午 12:00:00,USD ,32.005
2015/01/06 上午 12:00:00,USD ,31.996
2015/01/07 上午 12:00:00,USD ,32.001
2015/01/08 上午 12:00:00,USD ,32.006
2015/01/09 上午 12:00:00,USD ,31.936
2015/01/12 上午 12:00:00,USD ,31.856
2015/01/13 上午 12:00:00,USD ,31.862
2015/01/14 上午 12:00:00,USD ,31.832
2015/01/15 上午 12:00:00,USD ,31.786
2015/01/16 上午 12:00:00,USD ,31.645
2015/01/19 上午 12:00:00,USD ,31.552
2015/01/20 上午 12:00:00,USD ,31.696
2015/01/21 上午 12:00:00,USD ,31.553
2015/01/22 上午 12:00:00,USD ,31.51
2015/01/23 上午 12:00:00,USD ,31.432
2015/01/26 上午 12:00:00,USD ,31.339
2015/01/27 上午 12:00:00,USD ,31.325
2015/01/28 上午 12:00:00,USD ,31.328
2015/01/29 上午 12:00:00,USD ,31.512
2015/01/30 上午 12:00:00,USD ,31.555
2015/01/31 上午 12:00:00,USD ,31.555
2015/02/02 上午 12:00:00,USD ,31.685
2015/02/03 上午 12:00:00,USD ,31.623
2015/02/04 上午 12:00:00,USD ,31.473
2015/02/05 上午 12:00:00,USD ,31.535
2015/02/06 上午 12:00:00,USD ,31.49
2015/02/09 上午 12:00:00,USD ,31.56
2015/02/10 上午 12:00:00,USD ,31.502
2015/02/11 上午 12:00:00,USD ,31.564
2015/02/12 上午 12:00:00,USD ,31.63
2015/02/13 上午 12:00:00,USD ,31.475
2015/02/16 上午 12:00:00,USD ,31.6
2015/02/17 上午 12:00:00,USD ,31.638
2015/02/24 上午 12:00:00,USD ,31.688
2015/02/25 上午 12:00:00,USD ,31.532
2015/02/26 上午 12:00:00,USD ,31.503
2015/02/28 上午 12:00:00,USD ,31.503
2015/03/02 上午 12:00:00,USD ,31.568
2015/03/03 上午 12:00:00,USD ,31.508
2015/03/04 上午 12:00:00,USD ,31.48
2015/03/05 上午 12:00:00,USD ,31.507
2015/03/06 上午 12:00:00,USD ,31.45
2015/03/09 上午 12:00:00,USD ,31.52
2015/03/10 上午 12:00:00,USD ,31.566
2015/03/11 上午 12:00:00,USD ,31.666
2015/03/12 上午 12:00:00,USD ,31.67
2015/03/13 上午 12:00:00,USD ,31.71
2015/03/16 上午 12:00:00,USD ,31.712
2015/03/17 上午 12:00:00,USD ,31.667
2015/03/18 上午 12:00:00,USD ,31.65
2015/03/19 上午 12:00:00,USD ,31.502
2015/03/20 上午 12:00:00,USD ,31.548
2015/03/23 上午 12:00:00,USD ,31.503
2015/03/24 上午 12:00:00,USD ,31.383
2015/03/25 上午 12:00:00,USD ,31.401
2015/03/26 上午 12:00:00,USD ,31.405
2015/03/27 上午 12:00:00,USD ,31.375
2015/03/30 上午 12:00:00,USD ,31.38
2015/03/31 上午 12:00:00,USD ,31.401
2015/04/01 上午 12:00:00,USD ,31.362
2015/04/02 上午 12:00:00,USD ,31.303
2015/04/07 上午 12:00:00,USD ,31.152
2015/04/08 上午 12:00:00,USD ,31.226
2015/04/09 上午 12:00:00,USD ,31.231
2015/04/10 上午 12:00:00,USD ,31.24
2015/04/13 上午 12:00:00,USD ,31.342
2015/04/14 上午 12:00:00,USD ,31.312
2015/04/15 上午 12:00:00,USD ,31.33
2015/04/16 上午 12:00:00,USD ,31.253
2015/04/17 上午 12:00:00,USD ,31.162
2015/04/20 上午 12:00:00,USD ,31.102
2015/04/21 上午 12:00:00,USD ,31.173
2015/04/22 上午 12:00:00,USD ,31.113
2015/04/23 上午 12:00:00,USD ,31.131
2015/04/24 上午 12:00:00,USD ,31.051
2015/04/27 上午 12:00:00,USD ,30.861
2015/04/28 上午 12:00:00,USD ,30.831
