tran_date,curr_code,std_rate
2015/02/24 上午 12:00:00,USD,31.688
2015/02/25 上午 12:00:00,AUD,24.869288
2015/02/25 上午 12:00:00,EUR,35.823505
2015/02/25 上午 12:00:00,GBP,48.966043
2015/02/25 上午 12:00:00,JPY,0.265287
2015/02/25 上午 12:00:00,USD,31.532
2015/02/26 上午 12:00:00,AUD,24.57234
2015/02/26 上午 12:00:00,EUR,35.277059
2015/02/26 上午 12:00:00,GBP,48.533522
2015/02/26 上午 12:00:00,JPY,0.2638
2015/02/26 上午 12:00:00,USD,31.503
2015/02/28 上午 12:00:00,AUD,24.57234
2015/02/28 上午 12:00:00,EUR,35.277059
2015/02/28 上午 12:00:00,GBP,48.533522
2015/02/28 上午 12:00:00,JPY,0.2638
2015/02/28 上午 12:00:00,USD,31.503
2015/03/02 上午 12:00:00,AUD,24.515709
2015/03/02 上午 12:00:00,EUR,35.305651
2015/03/02 上午 12:00:00,GBP,48.504232
2015/03/02 上午 12:00:00,JPY,0.262782
2015/03/02 上午 12:00:00,USD,31.568
2015/03/03 上午 12:00:00,AUD,24.629804
2015/03/03 上午 12:00:00,EUR,35.213341
2015/03/03 上午 12:00:00,GBP,48.396288
2015/03/03 上午 12:00:00,JPY,0.263159
2015/03/03 上午 12:00:00,USD,31.508
2015/03/04 上午 12:00:00,AUD,24.611064
2015/03/04 上午 12:00:00,EUR,34.873544
2015/03/04 上午 12:00:00,GBP,48.05422
2015/03/04 上午 12:00:00,JPY,0.263013
2015/03/04 上午 12:00:00,USD,31.48
2015/03/05 上午 12:00:00,AUD,24.521898
2015/03/05 上午 12:00:00,EUR,34.74907
2015/03/05 上午 12:00:00,GBP,48.013517
2015/03/05 上午 12:00:00,JPY,0.262252
2015/03/05 上午 12:00:00,USD,31.507
2015/03/06 上午 12:00:00,AUD,24.27311
2015/03/06 上午 12:00:00,EUR,34.09809
2015/03/06 上午 12:00:00,GBP,47.29451
2015/03/06 上午 12:00:00,JPY,0.260283
2015/03/06 上午 12:00:00,USD,31.45
2015/03/09 上午 12:00:00,AUD,24.276704
2015/03/09 上午 12:00:00,EUR,34.205504
2015/03/09 上午 12:00:00,GBP,47.683456
2015/03/09 上午 12:00:00,JPY,0.260173
2015/03/09 上午 12:00:00,USD,31.52
2015/03/10 上午 12:00:00,AUD,24.072232
2015/03/10 上午 12:00:00,EUR,33.769307
2015/03/10 上午 12:00:00,GBP,47.569962
2015/03/10 上午 12:00:00,JPY,0.260596
2015/03/10 上午 12:00:00,USD,31.566
2015/03/11 上午 12:00:00,AUD,24.050327
2015/03/11 上午 12:00:00,EUR,33.39813
2015/03/11 上午 12:00:00,GBP,47.277338
2015/03/11 上午 12:00:00,JPY,0.260733
2015/03/11 上午 12:00:00,USD,31.666
2015/03/12 上午 12:00:00,AUD,24.411236
2015/03/12 上午 12:00:00,EUR,33.681045
2015/03/12 上午 12:00:00,GBP,47.134461
2015/03/12 上午 12:00:00,JPY,0.26111
2015/03/12 上午 12:00:00,USD,31.67
2015/03/13 上午 12:00:00,AUD,24.213756
2015/03/13 上午 12:00:00,EUR,33.285987
2015/03/13 上午 12:00:00,GBP,46.756395
2015/03/13 上午 12:00:00,JPY,0.261246
2015/03/13 上午 12:00:00,USD,31.71
2015/03/16 上午 12:00:00,AUD,24.231139
2015/03/16 上午 12:00:00,EUR,33.51007
2015/03/16 上午 12:00:00,GBP,47.022554
2015/03/16 上午 12:00:00,JPY,0.261348
2015/03/16 上午 12:00:00,USD,31.712
2015/03/17 上午 12:00:00,AUD,24.123921
2015/03/17 上午 12:00:00,EUR,33.55752
2015/03/17 上午 12:00:00,GBP,46.705658
2015/03/17 上午 12:00:00,JPY,0.260913
2015/03/17 上午 12:00:00,USD,31.667
2015/03/18 上午 12:00:00,AUD,24.61737
2015/03/18 上午 12:00:00,EUR,34.381395
2015/03/18 上午 12:00:00,GBP,47.40537
2015/03/18 上午 12:00:00,JPY,0.263508
2015/03/18 上午 12:00:00,USD,31.65
2015/03/19 上午 12:00:00,AUD,24.09588
2015/03/19 上午 12:00:00,EUR,33.581132
2015/03/19 上午 12:00:00,GBP,46.47175
2015/03/19 上午 12:00:00,JPY,0.260821
2015/03/19 上午 12:00:00,USD,31.502
2015/03/20 上午 12:00:00,AUD,24.52857
2015/03/20 上午 12:00:00,EUR,34.138091
2015/03/20 上午 12:00:00,GBP,47.180034
2015/03/20 上午 12:00:00,JPY,0.262834
2015/03/20 上午 12:00:00,USD,31.548
2015/03/23 上午 12:00:00,AUD,24.827514
2015/03/23 上午 12:00:00,EUR,34.483184
2015/03/23 上午 12:00:00,GBP,47.103286
2015/03/23 上午 12:00:00,JPY,0.263139
2015/03/23 上午 12:00:00,USD,31.503
2015/03/24 上午 12:00:00,AUD,24.720389
2015/03/24 上午 12:00:00,EUR,34.282789
